link,img,title
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58632,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f17%2f202504172010778264_6800f2105ebb3.jpg,"삼성, LG 꺾고 4연패 탈출, 디아즈 투런포+원태인 호투"
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58631,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f17%2f202504172138777837_6800f7749222f.jpg,"박세웅 12K 완벽투...롯데, 키움 잡고 시즌 첫 싹쓸이"
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58630,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f17%2f202504171941774024_6800f4ae9c3e4.png,"나성범 9회 2사 끝내기타...KIA, KT 5-4 꺾고 위닝시리즈"
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58629,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f17%2f202504172101779906_6800edc19d807.jpg,"'류현진 2승 호투' 한화, 4연승→5할 승률 복귀…SSG, 4연패"
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58621,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f16%2f%e1%84%89%e1%85%b3%e1%84%8f%e1%85%b3%e1%84%85%e1%85%b5%e1%86%ab%e1%84%89%e1%85%a3%e1%86%ba%202025-04-16%20%e1%84%8b%e1%85%a9%e1%84%92%e1%85%ae%209.42.32.png,노시환 멀티포+채은성 마수걸이포…한화 3연승 위닝시리즈
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58620,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f16%2f%e1%84%89%e1%85%b3%e1%84%8f%e1%85%b3%e1%84%85%e1%85%b5%e1%86%ab%e1%84%89%e1%85%a3%e1%86%ba%202025-04-16%20%e1%84%8b%e1%85%a9%e1%84%92%e1%85%ae%209.40.55.png,"반즈 11K 호투...롯데, 김태형 체제 첫 5할 승률 달성"
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58619,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f16%2f%e1%84%89%e1%85%b3%e1%84%8f%e1%85%b3%e1%84%85%e1%85%b5%e1%86%ab%e1%84%89%e1%85%a3%e1%86%ba%202025-04-16%20%e1%84%8b%e1%85%a9%e1%84%92%e1%85%ae%209.39.41.png,"LG, 삼성 꺾고 16승3패, 박동원 2홈런+임찬규 QS 다승 1위"
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58618,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f16%2f%e1%84%89%e1%85%b3%e1%84%8f%e1%85%b3%e1%84%85%e1%85%b5%e1%86%ab%e1%84%89%e1%85%a3%e1%86%ba%202025-04-16%20%e1%84%8b%e1%85%a9%e1%84%92%e1%85%ae%209.38.25.png,"오원석 긁힌 날, 강백호 결승포...KT 설욕, KIA 영봉패"
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58610,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f15%2f202504152147772750_67fe56458a951.jpg,전준우의 방망이가 터졌다. 롯데가 웃었다…키움에 8-6 승리
https://www.koreabaseball.com/MediaNews/News/BreakingNews/View.aspx?bdSe=58609,https://6ptotvmi5753.edge.naverncp.com/KBO_FILE/news%2fimages%2f2025%2f04%2f15%2f202504151954770572_67fe45720c661.png,"최원준 한 방으로 갈렸다...KIA 2연승, KT 1-0 제압"
